,battery_power,blue,clock_speed,resolution,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,ram,talk_time,three_g,touch_screen,wifi,price_range
196,0.1989,0,0.25,1.0762745096210253e-11,1,0.0,1,0.41,0.8,0.094,0.3,0.13,0.1665,0.12,1,1,1,2
197,0.1308,0,0.19,2.38949999864595e-12,0,0.0,1,0.61,0.7,0.106,0.3,0.07,0.3355,0.04,1,0,1,3
198,0.0609,0,0.05,1.661112726955606e-11,0,0.03,0,0.26,0.3,0.093,0.4,0.04,0.1866,0.14,1,1,1,1
199,0.1905,0,0.06,2.4464423068925092e-11,1,0.09,1,0.36,0.4,0.119,0.3,0.2,0.1287,0.16,1,0,0,1
200,0.1703,1,0.05,1.7660499992052773e-11,0,0.0,1,0.22,0.6,0.192,0.1,0.0,0.1046,0.13,1,0,1,0
201,0.1445,1,0.24,6.114946426169128e-11,1,0.07,1,0.2,0.4,0.173,0.7,0.15,0.1441,0.13,1,1,1,1
202,0.1087,0,0.13,2.0685119042694018e-12,0,0.0,1,0.16,0.3,0.166,0.3,0.09,0.069,0.06,1,0,1,0
203,0.0671,0,0.09,4.1960999982516244e-11,1,0.1,0,0.3,0.7,0.105,0.7,0.17,0.2504,0.15,1,0,0,2
204,0.1472,1,0.22999999999999998,2.620771929511908e-12,0,0.06,0,0.61,0.1,0.168,0.6,0.19,0.2677,0.08,1,0,0,2
205,0.0765,0,0.05,2.3699129864589815e-11,1,0.0,1,0.47,0.3,0.115,0.8,0.01,0.2243,0.04,1,0,1,2
206,0.1642,0,0.05,2.1657115377535173e-12,1,0.16,1,0.08,0.3,0.171,0.6,0.17,0.2984,0.17,1,0,1,2
207,0.1265,0,0.15,0.11536799997692639,0,0.07,0,0.49,0.7,0.182,0.5,0.16,0.1362,0.12,0,0,1,1
208,0.0664,1,0.11000000000000001,3.6353614030750794e-12,1,0.01,1,0.51,0.1,0.11,0.7,0.04,0.3629,0.06,1,1,1,3
209,0.1277,1,0.05,1.4743137253215652e-12,1,0.0,1,0.35,0.4,0.142,0.6,0.06,0.3559,0.06,1,1,0,3
210,0.1395,0,0.18,0.013651363635122604,1,0.0,0,0.23,0.1,0.111,0.3,0.01,0.2571,0.13,1,0,1,2
211,0.1539,1,0.26,1.3722903701264077e-11,0,0.0,0,0.41,0.1,0.159,0.8,0.0,0.2107,0.1,1,0,1,2
212,0.1049,1,0.22000000000000003,6.494636360881064e-12,0,0.09,0,0.63,0.5,0.135,0.5,0.17,0.1022,0.13,0,0,0,0
213,0.1827,0,0.16999999999999998,4.452380951568216e-13,0,0.04,1,0.39,0.5,0.128,0.5,0.16,0.2844,0.1,1,1,0,2
214,0.0903,0,0.1,3.375666665616459e-11,1,0.0,1,0.5,0.4,0.091,0.1,0.0,0.0711,0.1,1,1,0,0
215,0.1987,1,0.05,1.772035555102702e-11,0,0.03,1,0.53,1.0,0.181,0.3,0.07,0.3117,0.08,1,1,1,3
216,0.1154,0,0.12,5.4063933304499233e-11,1,0.0,1,0.49,0.2,0.181,0.8,0.02,0.0978,0.07,1,0,1,0
217,0.1336,0,0.09,2.466538458882189e-12,0,0.05,1,0.17,0.2,0.194,0.5,0.09,0.1869,0.16,1,1,1,1
218,0.1886,0,0.05,1.4143053568524194e-11,0,0.0,1,0.24,0.4,0.112,0.3,0.01,0.1179,0.2,1,0,1,1
219,0.1551,0,0.11000000000000001,3.9401249991492905e-11,0,0.04,0,0.51,0.1,0.088,0.5,0.06,0.3844,0.04,0,1,0,3
220,0.085,1,0.16,8.029969039352696e-13,1,0.06,1,0.29,0.5,0.133,0.5,0.19,0.0593,0.1,1,0,1,0
221,0.066,0,0.05,1.0287866662894449e-11,0,0.05,1,0.4,0.5,0.111,0.2,0.1,0.0588,0.18,1,1,1,0
222,0.1225,1,0.21000000000000002,8.072999998593341e-12,1,0.08,0,0.13,0.5,0.116,0.4,0.12,0.3836,0.11,0,0,0,3
223,0.1452,1,0.05,3.6399999993326667e-13,1,0.01,1,0.25,0.9,0.123,0.6,0.11,0.2669,0.13,1,0,0,2
224,0.1686,1,0.27999999999999997,3.745720778612708e-12,1,0.03,0,0.38,0.1,0.166,0.4,0.04,0.2958,0.02,0,0,0,3
225,0.1634,1,0.13999999999999999,2.449436363005448e-11,0,0.01,1,0.17,0.2,0.2,0.2,0.05,0.3031,0.06,1,1,1,3
226,0.1708,1,0.24,5.019208331241996e-12,1,0.18,1,0.49,0.1,0.109,0.1,0.19,0.3388,0.16,1,1,1,3
227,0.1151,1,0.29,1.1071666664667616e-11,1,0.0,0,0.31,0.6,0.128,0.8,0.01,0.2377,0.13,0,1,0,2
228,0.1578,0,0.19,1.6575197366512723e-12,1,0.02,1,0.37,0.1,0.138,0.4,0.19,0.2458,0.03,1,0,1,2
229,0.1689,0,0.18,8.177142851886123e-11,0,0.17,0,0.24,0.3,0.127,0.3,0.18,0.2766,0.07,0,1,1,3
230,0.1488,0,0.05,1.7975828568347e-11,0,0.01,0,0.39,0.8,0.112,0.5,0.06,0.3054,0.19,0,0,0,3
231,0.1313,1,0.18,4.946618180873827e-12,1,0.04,0,0.09,0.4,0.105,0.1,0.06,0.3791,0.06,0,1,1,3
232,0.1715,0,0.1,1.0101666664388841e-11,1,0.04,1,0.31,0.5,0.083,0.8,0.17,0.0625,0.13,1,0,0,0
233,0.1442,0,0.1,5.28989999806037e-12,1,0.0,0,0.27,0.1,0.192,0.3,0.19,0.2227,0.2,1,1,0,1
234,0.0528,0,0.16999999999999998,5.078305554356512e-12,0,0.12,1,0.06,0.8,0.142,0.2,0.15,0.3256,0.06,1,1,0,2
235,0.1523,1,0.18,1.563736841827494e-12,0,0.06,1,0.11,0.1,0.129,0.1,0.08,0.0707,0.19,1,1,0,0
236,0.1133,0,0.13999999999999999,5.214768517794245e-12,0,0.03,0,0.42,0.1,0.199,0.5,0.12,0.1457,0.2,1,0,1,1
237,0.1718,1,0.25,7.895999990975998e-11,1,0.14,1,0.06,0.1,0.183,0.5,0.16,0.3755,0.08,1,1,1,3
238,0.133,0,0.05,0.20654333331038408,0,0.0,0,0.38,1.0,0.183,0.7,0.01,0.1733,0.11,1,0,1,1
239,0.1799,1,0.05,3.6418999978755585e-11,0,0.0,0,0.49,0.4,0.107,0.4,0.02,0.072,0.11,1,1,1,0
240,0.0633,1,0.22000000000000003,4.8523727219792284e-11,0,0.0,1,0.49,0.1,0.139,0.8,0.01,0.356,0.16,1,1,1,2
241,0.0724,0,0.27,5.3162904745449575e-11,1,0.0,0,0.44,0.5,0.187,0.7,0.0,0.2311,0.07,1,0,0,2
242,0.0822,1,0.05,5.736199993690179e-11,0,0.0,1,0.51,0.3,0.157,0.6,0.2,0.3846,0.03,1,0,0,3
243,0.1918,0,0.19,2.5790142827668404e-10,0,0.02,0,0.1,0.6,0.11,0.5,0.1,0.1717,0.16,1,1,1,2
244,0.1891,0,0.27999999999999997,3.9010833321955166e-12,0,0.07,1,0.37,0.4,0.129,0.7,0.14,0.3704,0.11,1,0,0,3
245,0.1373,1,0.1,2.9443749986504944e-12,1,0.02,0,0.5,0.2,0.127,0.7,0.12,0.38,0.14,1,0,0,3
246,0.0862,1,0.08,2.904362498850357e-11,1,0.03,0,0.23,0.4,0.165,0.2,0.15,0.0278,0.11,0,0,1,0
247,0.1273,0,0.1,1.6079259257294017e-12,0,0.03,1,0.48,0.4,0.099,0.4,0.15,0.1767,0.11,1,1,0,1
248,0.0957,1,0.25,2.972474999157799e-11,0,0.04,0,0.07,0.8,0.107,0.5,0.1,0.1846,0.07,1,0,1,1
249,0.1617,1,0.13,0.02837199999684755,1,0.03,1,0.3,0.7,0.105,0.2,0.04,0.0829,0.1,1,0,0,0
250,0.0893,0,0.25,5.6354571364166194e-11,1,0.0,0,0.55,0.6,0.183,0.2,0.01,0.2986,0.06,0,1,1,2
251,0.121,0,0.05,1.1246888886977653e-11,0,0.0,0,0.63,0.1,0.093,0.5,0.0,0.2394,0.07,0,0,0,2
252,0.0708,1,0.27,1.7003999993765198e-12,1,0.0,1,0.63,1.0,0.195,0.8,0.07,0.2169,0.07,1,1,1,1
253,0.0835,0,0.11000000000000001,7.970646151638898e-12,1,0.02,0,0.07,0.2,0.101,0.4,0.07,0.1181,0.15,1,1,1,0
254,0.145,1,0.27,9.856103701951508e-12,1,0.09,0,0.19,0.6,0.131,0.1,0.17,0.0575,0.12,0,0,0,0
255,0.0973,1,0.15,3.457966665225847e-11,0,0.05,1,0.57,0.2,0.19,0.7,0.16,0.2977,0.02,1,0,0,2
256,0.0601,1,0.13999999999999999,2.8368749994089846e-12,0,0.04,1,0.04,0.1,0.154,0.4,0.13,0.0532,0.1,1,1,1,0
257,0.0507,1,0.05,0.07697223528958987,1,0.01,0,0.32,0.5,0.141,0.7,0.11,0.1702,0.05,1,1,1,1
258,0.0564,0,0.18,1.612285713969015e-11,1,0.0,1,0.51,0.5,0.168,0.3,0.01,0.1074,0.15,1,1,0,0
259,0.1559,1,0.16,3.1006777743325804e-11,1,0.06,1,0.06,0.5,0.162,0.6,0.17,0.3352,0.03,1,1,1,3
260,0.0754,0,0.05,2.0501066656416133e-10,1,0.07,1,0.59,0.7,0.178,0.7,0.1,0.1027,0.05,1,0,0,1
261,0.0728,0,0.27,1.6085079980697902e-10,1,0.0,0,0.25,0.2,0.088,0.4,0.01,0.2039,0.12,1,1,1,1
262,0.1431,1,0.05,7.071999996632381e-12,0,0.0,1,0.56,0.6,0.191,0.1,0.01,0.0461,0.08,1,0,0,0
263,0.0767,0,0.15,0.05218479999478152,0,0.04,0,0.28,0.7,0.175,0.4,0.1,0.0527,0.15,0,1,0,0
264,0.1722,0,0.26,0.10756892856374507,0,0.08,0,0.18,0.8,0.177,0.2,0.16,0.3271,0.15,1,0,1,3
265,0.1992,1,0.16,9.174044440367091e-11,0,0.05,1,0.57,1.0,0.1,0.2,0.15,0.0606,0.04,1,1,1,1
266,0.1876,0,0.05,1.0674299997598282e-11,0,0.1,1,0.4,0.3,0.086,0.6,0.14,0.2513,0.16,1,1,0,3
267,0.1054,0,0.11000000000000001,1.8618527772088783e-11,1,0.1,1,0.38,0.4,0.136,0.6,0.12,0.1675,0.14,1,1,1,1
268,0.1283,1,0.16,4.767111109786914e-12,1,0.04,0,0.47,0.9,0.093,0.5,0.05,0.2698,0.17,1,1,0,2
269,0.1281,1,0.22999999999999998,1.7315374981241676e-10,1,0.0,0,0.28,0.3,0.148,0.1,0.06,0.1129,0.06,0,1,0,1
270,0.1066,0,0.06,7.899522266183059e-12,0,0.02,1,0.07,0.9,0.114,0.7,0.18,0.0468,0.06,1,1,0,0
271,0.073,0,0.21000000000000002,1.3213824559827122e-12,1,0.0,1,0.04,0.1,0.089,0.8,0.02,0.121,0.04,1,1,1,0
272,0.1053,1,0.08,1.0290176468267902e-11,1,0.07,1,0.45,0.3,0.103,0.1,0.12,0.3086,0.05,1,1,1,3
273,0.1611,1,0.05,6.760687497464742e-12,1,0.11,0,0.03,0.6,0.098,0.3,0.14,0.1595,0.09,1,0,1,1
274,0.0793,0,0.1,1.626800904756543e-11,1,0.05,1,0.3,0.9,0.133,0.2,0.15,0.2332,0.14,1,1,1,2
275,0.122,0,0.29,3.727267942048718e-12,0,0.03,0,0.62,0.5,0.125,0.4,0.08,0.2589,0.15,1,1,1,2
276,0.1662,0,0.05,1.0730666663328236e-12,0,0.0,1,0.61,0.8,0.126,0.4,0.13,0.376,0.13,1,1,1,3
277,0.1281,1,0.27999999999999997,3.517874997801328e-11,1,0.03,1,0.08,0.3,0.144,0.4,0.19,0.1851,0.09,1,1,0,1
278,0.0538,0,0.08,4.861562498176914e-12,0,0.12,1,0.02,0.8,0.177,0.7,0.13,0.0417,0.09,1,0,1,0
279,0.0823,1,0.05,4.781538460639369e-12,0,0.0,0,0.39,0.4,0.187,0.8,0.04,0.0294,0.11,0,0,1,0
280,0.1733,1,0.27999999999999997,6.916874999160822e-13,0,0.03,1,0.36,1.0,0.119,0.6,0.2,0.3576,0.09,1,0,0,3
281,0.1429,0,0.15,2.619740259127853e-12,1,0.0,1,0.4,0.9,0.1,0.3,0.14,0.3945,0.18,1,0,1,3
282,0.1839,1,0.12,3.732499999430303e-12,0,0.09,1,0.54,0.5,0.2,0.7,0.11,0.0927,0.18,1,0,1,1
283,0.0659,0,0.27,2.710887999277097e-11,0,0.06,1,0.06,0.5,0.11,0.3,0.07,0.2044,0.02,1,0,1,1
284,0.1953,1,0.21000000000000002,7.709454543211794e-12,1,0.07,0,0.56,0.1,0.158,0.8,0.09,0.2334,0.04,1,0,0,2
285,0.1172,0,0.19,0.055236999995396906,0,0.0,1,0.27,0.7,0.164,0.1,0.03,0.1477,0.06,1,0,0,1
286,0.0612,1,0.19,8.036749996986219e-11,1,0.06,0,0.16,0.3,0.102,0.7,0.07,0.3161,0.03,0,0,0,3
287,0.1563,0,0.24,6.89308571192237e-12,0,0.0,1,0.24,0.2,0.17,0.8,0.0,0.366,0.05,1,1,0,3
288,0.1191,0,0.13,1.1074357138374666e-11,1,0.16,1,0.26,0.8,0.084,0.1,0.2,0.1604,0.09,1,0,1,1
289,0.0615,1,0.05,6.180571426143347e-12,1,0.0,0,0.42,0.6,0.163,0.6,0.04,0.2211,0.18,0,0,1,1
290,0.1893,1,0.21000000000000002,1.1572166661982694e-11,1,0.08,0,0.63,0.2,0.134,0.2,0.11,0.3822,0.18,0,1,1,3
291,0.1563,0,0.16999999999999998,2.1319999976741814e-11,1,0.1,0,0.16,0.1,0.151,0.7,0.13,0.3922,0.08,0,0,1,3
292,0.1995,1,0.19,2.1382678568119348e-11,0,0.06,0,0.09,0.8,0.139,0.6,0.18,0.1203,0.18,1,1,1,2
293,0.1517,0,0.05,1.5922373329087365e-11,0,0.06,1,0.48,0.6,0.143,0.5,0.14,0.2822,0.11,1,1,1,3
294,0.0832,0,0.16,2.0637641022677678e-12,1,0.01,1,0.34,0.3,0.108,0.5,0.05,0.0447,0.12,1,1,0,0
295,0.1162,0,0.2,0.011166399997766717,0,0.0,1,0.56,0.7,0.114,0.7,0.01,0.1652,0.2,1,0,0,1
296,0.1595,1,0.26,1.5021333317310578e-11,0,0.07,0,0.12,0.3,0.121,0.8,0.19,0.3608,0.16,0,1,0,3
297,0.1329,1,0.1,3.1984874990671075e-11,0,0.01,0,0.52,0.9,0.181,0.6,0.02,0.1228,0.06,1,0,1,1
298,0.0928,1,0.05,1.445805262937219e-12,1,0.11,0,0.56,0.7,0.08,0.8,0.13,0.0666,0.05,0,1,0,0
299,0.1656,1,0.05,2.7355624994300907e-12,1,0.08,1,0.38,0.1,0.105,0.7,0.17,0.1499,0.19,1,0,1,1
300,0.1937,1,0.16999999999999998,1.5266879993129906e-10,0,0.17,0,0.58,0.6,0.189,0.1,0.19,0.3321,0.14,1,1,0,3
301,0.0977,1,0.11000000000000001,5.093999994178285e-12,1,0.02,0,0.57,0.6,0.181,0.6,0.07,0.1206,0.08,0,1,1,0
302,0.0768,1,0.09,3.776666665209006e-12,0,0.16,1,0.56,0.1,0.113,0.1,0.2,0.0952,0.16,1,0,1,0
303,0.1464,1,0.05,6.649813329786765e-11,1,0.11,0,0.12,0.9,0.117,0.2,0.14,0.3927,0.15,0,1,1,3
304,0.1177,0,0.09,1.744399999554209e-12,0,0.01,1,0.29,0.4,0.191,0.2,0.08,0.0311,0.19,1,0,0,0
305,0.1348,0,0.2,1.833130302761814e-11,0,0.18,0,0.52,0.3,0.098,0.3,0.2,0.0955,0.07,1,1,1,1
306,0.1956,0,0.22000000000000003,1.1043076911184376e-11,0,0.0,1,0.37,0.5,0.087,0.3,0.02,0.1109,0.19,1,1,0,1
307,0.1751,0,0.05,1.9974999994173958e-12,1,0.06,0,0.08,0.6,0.178,0.6,0.2,0.2969,0.17,0,0,1,2
308,0.153,0,0.2,8.151363634807467e-12,0,0.11,0,0.42,0.8,0.177,0.6,0.13,0.0725,0.19,0,0,1,0
309,0.1997,1,0.18,2.499028570655062e-11,1,0.01,0,0.4,0.5,0.185,0.4,0.08,0.1655,0.15,1,0,0,2
310,0.1414,1,0.15,2.562083332959696e-13,1,0.05,0,0.44,0.5,0.18,0.2,0.06,0.349,0.13,0,1,0,3
311,0.1707,0,0.13999999999999999,0.15395233332050398,0,0.0,0,0.41,0.8,0.08,0.7,0.02,0.1774,0.1,0,0,0,2
312,0.0894,0,0.05,0.14451307691196053,1,0.01,1,0.5,0.5,0.199,0.3,0.14,0.3615,0.06,1,0,1,3
313,0.0645,0,0.12,2.3259166653744906e-11,0,0.06,1,0.41,0.7,0.184,0.8,0.17,0.0714,0.13,1,1,0,0
314,0.1163,0,0.27999999999999997,1.031789473114011e-11,1,0.0,0,0.49,0.6,0.155,0.2,0.0,0.2768,0.12,0,0,1,2
315,0.1126,0,0.06999999999999999,1.4054571413512957e-11,0,0.03,0,0.49,0.9,0.165,0.8,0.17,0.3739,0.13,1,0,0,3
316,0.1648,0,0.06999999999999999,2.703784996958241e-10,0,0.06,1,0.64,0.8,0.17,0.4,0.09,0.061,0.06,1,1,0,1
317,0.117,1,0.09,3.734066665712405e-12,0,0.06,1,0.14,0.4,0.199,0.2,0.13,0.0715,0.2,1,0,1,0
318,0.0508,0,0.08,1.3924999997768429e-13,0,0.07,1,0.42,0.3,0.094,0.1,0.08,0.0663,0.07,1,0,0,0
319,0.1097,0,0.21000000000000002,1.1456657139747479e-11,1,0.06,0,0.64,0.2,0.161,0.3,0.08,0.1725,0.09,1,0,1,1
320,0.0728,0,0.16999999999999998,0.028287499998232036,1,0.0,1,0.05,0.6,0.101,0.2,0.2,0.0834,0.05,1,1,0,0
321,0.198,0,0.05,4.965999999089567e-12,1,0.02,1,0.29,0.8,0.177,0.1,0.13,0.3865,0.18,1,0,0,3
322,0.1504,0,0.22999999999999998,1.2178999995534367e-12,1,0.01,0,0.64,0.9,0.182,0.1,0.02,0.3059,0.1,0,1,0,3
323,0.1379,1,0.21000000000000002,5.25166666520787e-12,1,0.14,1,0.63,1.0,0.083,0.1,0.17,0.0651,0.07,1,1,0,0
324,0.1698,0,0.21000000000000002,9.251846150050526e-12,0,0.05,1,0.18,0.9,0.16,0.6,0.2,0.0796,0.14,1,0,1,0
325,0.092,0,0.21000000000000002,3.2185999992183402e-12,1,0.05,0,0.25,0.4,0.115,0.7,0.14,0.0785,0.05,0,1,1,0
326,0.1144,1,0.15,0.007194749999550328,1,0.0,0,0.21,0.4,0.189,0.1,0.11,0.3252,0.08,0,0,0,2
327,0.1995,1,0.05,4.342399999315743e-12,0,0.06,0,0.26,0.2,0.129,0.1,0.15,0.1322,0.07,0,1,1,1
328,0.143,0,0.05,1.9114628549583282e-10,1,0.01,0,0.27,0.5,0.183,0.1,0.16,0.2832,0.15,0,1,1,2
329,0.0972,1,0.05,3.7858181808430466e-11,1,0.05,0,0.13,0.4,0.193,0.5,0.08,0.1615,0.13,0,1,0,1
330,0.0662,0,0.05,4.804799999397044e-12,0,0.05,0,0.2,0.8,0.138,0.1,0.1,0.2125,0.15,0,1,1,1
331,0.1867,0,0.22999999999999998,1.711173331336964e-10,0,0.0,1,0.09,0.1,0.191,0.6,0.03,0.099,0.02,1,0,1,1
332,0.173,0,0.2,0.030543857140675434,1,0.0,1,0.2,0.1,0.143,0.4,0.1,0.1595,0.12,1,1,0,1
333,0.1723,1,0.1,0.10452479997909503,0,0.01,1,0.07,0.6,0.126,0.3,0.17,0.1213,0.16,1,1,1,1
334,0.1882,1,0.13,4.563999995167529e-12,1,0.08,0,0.47,0.2,0.14,0.2,0.13,0.25,0.11,0,0,1,2
335,0.0803,0,0.08,2.1712777775123995e-12,1,0.0,0,0.18,0.3,0.106,0.4,0.01,0.2801,0.12,0,1,0,2
336,0.058,1,0.12,9.737799989613012e-11,1,0.0,0,0.47,0.9,0.091,0.3,0.01,0.3451,0.11,1,1,0,3
337,0.0668,0,0.22999999999999998,1.4996428569107696e-12,0,0.02,1,0.48,0.3,0.114,0.1,0.19,0.1201,0.04,1,1,0,0
338,0.1391,0,0.13999999999999999,1.7942857139012247e-13,0,0.02,1,0.36,0.8,0.182,0.1,0.06,0.3139,0.14,1,1,0,2
339,0.156,0,0.22999999999999998,6.15866666569621e-12,0,0.0,1,0.22,0.8,0.169,0.7,0.01,0.1938,0.16,1,1,1,2
340,0.0821,0,0.18,1.4120562494704789e-11,1,0.05,0,0.54,0.1,0.109,0.3,0.09,0.3185,0.15,1,0,0,2
341,0.0811,1,0.24,3.776642856393523e-12,1,0.05,1,0.02,0.3,0.106,0.6,0.13,0.2111,0.02,1,0,1,1
342,0.1989,1,0.29,0.06128257141981677,1,0.08,0,0.17,0.1,0.193,0.8,0.15,0.2369,0.18,1,1,0,2
343,0.1034,1,0.27,4.986429406484957e-11,1,0.06,0,0.37,0.7,0.12,0.7,0.2,0.3625,0.12,0,1,1,3
344,0.0618,0,0.21000000000000002,1.706178461236599e-11,0,0.02,0,0.06,0.3,0.086,0.1,0.04,0.1051,0.15,0,0,1,0
345,0.0654,1,0.13,4.786867645580526e-11,0,0.0,1,0.52,0.7,0.196,0.4,0.04,0.1036,0.13,1,0,0,1
346,0.0576,1,0.27999999999999997,0.12294899997950848,0,0.02,1,0.1,0.2,0.184,0.5,0.07,0.2938,0.05,1,1,1,2
347,0.0667,1,0.06,0.00380379999923924,0,0.06,1,0.03,0.7,0.185,0.6,0.13,0.2855,0.19,1,0,1,2
348,0.0869,1,0.1,5.048492305621132e-11,0,0.07,1,0.57,0.6,0.118,0.1,0.15,0.2727,0.08,1,0,0,2
349,0.0635,1,0.05,5.294999998499749e-12,1,0.02,0,0.42,0.4,0.149,0.3,0.04,0.2973,0.18,0,0,1,2
350,0.0609,1,0.3,4.4044848477908085e-13,0,0.15,1,0.44,0.3,0.117,0.1,0.16,0.2581,0.15,1,0,1,1
351,0.1557,0,0.27999999999999997,5.542687499345655e-12,1,0.16,0,0.02,0.1,0.123,0.5,0.2,0.269,0.09,0,0,1,3
352,0.1604,1,0.16999999999999998,9.678923075210651e-13,0,0.02,0,0.33,1.0,0.191,0.8,0.05,0.0916,0.12,0,1,1,0
353,0.1182,0,0.05,8.394736841169626e-13,0,0.07,1,0.08,0.5,0.138,0.8,0.16,0.2563,0.19,1,0,0,2
354,0.0848,1,0.21000000000000002,0.01811039999818896,1,0.1,1,0.19,0.8,0.148,0.7,0.18,0.3359,0.14,1,0,0,2
355,0.161,1,0.29,4.943999998146e-11,0,0.07,1,0.64,0.9,0.181,0.4,0.12,0.0941,0.09,1,1,0,1
356,0.1828,1,0.21000000000000002,1.2677647057172241e-12,1,0.0,0,0.17,0.9,0.199,0.1,0.01,0.228,0.04,0,0,0,2
357,0.088,0,0.2,1.1416266664637109e-11,1,0.01,1,0.5,0.5,0.194,0.7,0.03,0.0827,0.06,1,0,1,0
358,0.1394,1,0.09,1.4369545438869585e-10,1,0.1,1,0.62,0.3,0.175,0.5,0.13,0.0473,0.2,1,1,0,0
359,0.196,1,0.22999999999999998,3.804214284790405e-12,1,0.01,1,0.61,0.3,0.086,0.7,0.03,0.3865,0.11,1,0,0,3
360,0.0809,0,0.08,1.9903793646844485e-11,0,0.1,0,0.21,0.9,0.091,0.7,0.19,0.1274,0.03,0,0,0,1
361,0.0899,0,0.05,9.5347999895984e-11,1,0.13,1,0.57,0.9,0.172,0.2,0.18,0.0364,0.07,1,1,0,0
362,0.1976,1,0.06999999999999999,1.3371775399067328e-11,1,0.04,0,0.32,0.8,0.171,0.2,0.07,0.3699,0.13,0,1,1,3
363,0.0879,0,0.15,2.6406263732346323e-12,1,0.0,1,0.21,0.8,0.187,0.4,0.02,0.2927,0.11,1,0,1,2
364,0.0916,1,0.26,0.014345846152742625,0,0.0,0,0.36,0.3,0.195,0.4,0.12,0.147,0.14,0,1,0,0
365,0.0763,0,0.16999999999999998,5.080033331216652e-11,1,0.08,1,0.02,0.5,0.092,0.8,0.14,0.105,0.08,1,1,0,0
366,0.0508,0,0.16,1.8919999996583887e-11,1,0.0,0,0.09,0.4,0.162,0.6,0.02,0.2616,0.1,1,1,1,2
367,0.0825,0,0.29,1.7155537489277788e-10,1,0.0,0,0.34,0.8,0.099,0.8,0.17,0.2915,0.1,1,1,0,3
368,0.1864,0,0.13999999999999999,2.1403636358632915e-12,0,0.08,1,0.46,0.7,0.178,0.1,0.12,0.2686,0.18,1,1,1,2
369,0.1725,0,0.05,3.930921052206304e-12,1,0.08,1,0.52,1.0,0.185,0.6,0.12,0.1243,0.05,1,1,1,1
370,0.1108,1,0.29,1.3861249985272421e-11,0,0.1,0,0.52,0.1,0.183,0.2,0.12,0.3264,0.13,0,1,1,3
371,0.1011,0,0.11000000000000001,8.57783333067829e-12,0,0.04,1,0.36,0.2,0.131,0.7,0.18,0.2261,0.16,1,1,1,1
372,0.1703,1,0.15,4.828441994205869e-10,1,0.17,1,0.55,0.7,0.138,0.5,0.19,0.2993,0.2,1,1,1,3
373,0.1067,1,0.16999999999999998,4.981388887920286e-13,1,0.0,0,0.58,0.5,0.135,0.7,0.0,0.0706,0.16,0,1,0,0
374,0.1334,1,0.24,2.343137997422548e-10,0,0.05,1,0.42,0.6,0.115,0.5,0.14,0.2542,0.08,1,0,0,3
375,0.0775,1,0.26,3.114374999622153e-12,0,0.0,0,0.3,0.4,0.189,0.7,0.1,0.2523,0.09,1,0,1,2
376,0.1899,1,0.06,5.464615383698246e-13,0,0.0,0,0.26,0.1,0.151,0.2,0.0,0.0336,0.04,1,0,1,0
377,0.093,1,0.13,1.0249999997603896e-12,1,0.01,1,0.14,0.4,0.097,0.6,0.1,0.2457,0.17,1,1,0,1
378,0.1058,0,0.15,9.75826983879155e-12,0,0.02,0,0.19,0.4,0.166,0.4,0.14,0.0418,0.16,0,0,1,0
379,0.1187,1,0.22000000000000003,1.4879874123376802e-11,0,0.0,1,0.46,0.4,0.145,0.2,0.09,0.3917,0.08,1,0,1,3
380,0.1874,1,0.27,1.4857649983285142e-10,1,0.1,0,0.08,0.9,0.166,0.7,0.13,0.1246,0.02,0,0,1,1
381,0.1482,0,0.05,4.2398749991166925e-12,0,0.02,0,0.48,0.2,0.142,0.7,0.1,0.2971,0.12,1,1,1,2
382,0.1809,1,0.16999999999999998,7.67864999795236e-12,0,0.03,1,0.59,0.1,0.174,0.3,0.04,0.2324,0.16,1,0,1,2
383,0.0864,1,0.3,5.891388885615894e-12,1,0.0,1,0.54,0.7,0.187,0.2,0.01,0.3121,0.16,1,1,1,2
384,0.0625,1,0.19,3.950833332279778e-12,0,0.12,1,0.33,0.2,0.191,0.1,0.2,0.3801,0.02,1,0,0,2
385,0.188,1,0.18,1.9462352938734135e-13,0,0.04,1,0.18,0.7,0.138,0.3,0.05,0.3333,0.07,1,0,0,3
386,0.1138,0,0.13999999999999999,2.216105262302556e-12,0,0.12,1,0.44,0.2,0.187,0.8,0.17,0.3475,0.03,1,0,0,3
387,0.056,0,0.05,2.490691176168409e-12,0,0.14,0,0.23,1.0,0.146,0.8,0.15,0.236,0.18,0,1,1,1
388,0.1117,0,0.05,1.5522999995195262e-11,0,0.01,0,0.12,0.6,0.144,0.7,0.08,0.2895,0.16,1,1,0,2
389,0.1712,0,0.13999999999999999,5.2570124944144235e-11,0,0.01,0,0.63,0.5,0.137,0.7,0.12,0.3652,0.19,1,0,0,3
390,0.1836,1,0.16999999999999998,0.09294239998141152,1,0.03,0,0.26,0.1,0.134,0.6,0.16,0.3097,0.18,0,1,0,3
391,0.1036,1,0.24,4.934257141658823e-12,0,0.0,0,0.39,0.2,0.119,0.7,0.03,0.2101,0.02,0,1,0,1
392,0.186,1,0.22999999999999998,1.1395399993036145e-10,0,0.15,0,0.23,0.6,0.162,0.4,0.16,0.3918,0.08,0,1,0,3
